Date,Day,Open,High,Low,Close,utPrice,utOpen,utHigh,utLow,twiiOpen,twiiHigh,twiiLow,twiiClose,tjPrice,tjOpen,tjHigh,tjLow,tnxOpen,tnxHigh,tnxLow,tnxClose,spyOpen,spyHigh,spyLow,spyClose,shcompOpen,shcompHigh,shcompLow,shcompClose,2330Open,2330High,2330Low,2330Close,nasdaqOpen,nasdaqHigh,nasdaqLow,nasdaqClose,n225Open,n225High,n225Low,n225Close,hsiOpen,hsiHigh,hsiLow,hsiClose,hsceOpen,hsceHigh,hsceLow,hsceClose,dowOpen,dowHigh,dowLow,dowClose,daxOpen,daxHigh,daxLow,daxClose,cacOpen,cacHigh,cacLow,cacClose,spyVolume,2330Volume,nasdaqVolume,n225Volume,hsiVolume,dowVolume,daxVolume,utChange %,tjChange %,tw_holiday,twii_holiday,tnx_holiday,spy_holiday,shcomp_holiday,s2330_holiday,nasdaq_holiday,n225_holiday,hsi_holiday,hsce_holiday,dow_holiday,dax_holiday,cac_holiday
2003/2/21,5,4566,4584,4512,4540,34.7,34.72,34.8,34.63,4584.6,4594.67,4538.46,4548.35,3.415,3.401,3.422,3.397,3.849,3.907,3.831,3.893,837.1,852.28,831.48,848.17,1508.077,1508.129,1476.415,1478.871,34.708,35.403,34.477,20.37,1331.33,1352.07,1316.04,1349.02,8652.68,8685.42,8506.83,8513.54,9361.05,9364.83,9231.37,9250.86,2207.86,2214.13,2178.91,2184.72,7915.52,8039.27,7854.38,8018.11,2591.68,2648.87,2565.14,2648.87,2781.73,2829.83,2781.73,2829.83,1398200000,93056492609,1342440000,45700,175479200,261470000,121297400,-0.09,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/2/24,1,4575,4625,4514,4601,34.71,34.69,34.823,34.66,4585.8,4613.08,4538.55,4609.2,3.39,3.423,3.424,3.38,3.855,3.876,3.834,3.844,848.17,848.17,832.16,832.58,1476.07,1488.072,1474.471,1481.936,34.863,35.094,34.323,20.551,1342.5,1343.09,1321.44,1322.38,8503.98,8606.58,8489.03,8564.95,9302.73,9313.81,9231.01,9239.47,2191.84,2204.49,2175.64,2187.88,8017.34,8017.34,7851.11,7858.24,2648.49,2648.55,2571.35,2571.35,2828.84,2850.05,2785.61,2785.61,1229200000,48756655578,1222480000,37500,119645600,229020000,73568800,0.03,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/2/25,2,4540,4548,4434,4450,34.67,34.71,34.805,34.62,4559.32,4559.32,4454.35,4454.35,3.376,3.39,3.4,3.367,3.807,3.82,3.755,3.808,832.58,839.55,818.54,838.57,1481.106,1511.649,1481.106,1511.275,34.708,34.708,33.166,19.508,1307.39,1331.35,1291.96,1328.98,8475.55,8481.23,8324.7,8360.49,9140.06,9154.42,9103.29,9148.48,2186.58,2211.25,2165.63,2205.08,7856.42,7920.49,7719.64,7909.5,2563.37,2563.37,2448.98,2485.5,2757.51,2762.8,2683.37,2683.37,1483700000,63858225051,1395960000,49600,188640600,270080000,143902600,-0.12,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/2/26,3,4480,4485,4442,4451,34.72,34.69,34.835,34.66,4478.14,4495.64,4436.52,4456.69,3.366,3.375,3.385,3.364,3.808,3.818,3.769,3.773,838.57,840.1,826.68,827.55,1513.493,1515.457,1506.553,1513.175,33.32,33.706,32.935,19.417,1323.01,1331.47,1302.83,1303.68,8327.46,8429.17,8327.46,8356.81,9156.8,9163.33,9097.49,9116.28,2206.38,2210.78,2190.3,2192.83,7907.39,7925.81,7793.89,7806.98,2488.92,2518.85,2433.15,2450.2,2725.68,2727.89,2647.6,2658.57,1374400000,48616791912,1207090000,40800,129927000,261170000,119300300,0.14,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/2/27,4,4410,4470,4362,4408,34.69,34.7,34.81,34.63,4411.54,4473.53,4385.61,4432.46,3.385,3.365,3.391,3.361,3.754,3.802,3.745,3.752,827.55,842.19,827.55,837.28,1513.175,1524.751,1508.747,1513.704,32.472,33.012,32.009,19.054,1312.13,1331.79,1305.56,1323.94,8344.08,8377.61,8266.97,8359.38,9072.87,9175.32,9029.95,9134.24,2203.47,2203.47,2180.81,2185.92,7807.96,7924.62,7789.95,7884.99,2453.34,2513.41,2435.64,2513.22,2640.61,2725.43,2633.19,2715.8,1287800000,45889285407,1238110000,50300,189162400,254920000,122746800,-0.09,0.55,1,1,0,0,0,1,0,0,0,0,0,0,0
2003/3/3,1,4453,4525,4435,4515,34.7,34.73,34.806,34.64,4483.44,4546.85,4472.17,4526.69,3.383,3.402,3.405,3.368,3.711,3.712,3.662,3.676,841.15,852.34,832.74,834.81,1511.585,1525.699,1511.045,1525.483,33.089,34.169,32.857,19.961,1344.21,1353.31,1316.85,1320.29,8397.15,8490.4,8357.42,8490.4,9141.46,9316.27,9141.46,9268.77,2200.5,2212.31,2198.86,2211.01,7890.24,7981.46,7822.73,7837.86,2553.74,2600.76,2535.3,2549.65,2770.68,2796.73,2746.91,2762.25,1208900000,48204976230,1253490000,46500,213816000,216370000,73924000,-0.14,-0.52,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/4,2,4461,4484,4430,4469,34.6,34.7,34.76,34.54,4481.55,4515.97,4476.55,4499.69,3.401,3.382,3.408,3.378,3.661,3.691,3.634,3.645,834.81,835.43,821.96,821.99,1527.449,1529.752,1517.859,1524.304,33.32,33.475,33.012,19.689,1320.28,1321.89,1307.27,1307.77,8474.84,8499.77,8414.51,8480.22,9218.37,9247.83,9164.1,9181.89,2204.76,2208.05,2170.7,2181.27,7838.14,7845.71,7704.31,7704.87,2541.81,2541.81,2477.06,2501.03,2732.42,2734.43,2650.9,2676.34,1256600000,32170166192,1221830000,46900,123162000,219770000,101799200,-0.29,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/5,3,4400,4438,4380,4389,34.56,34.58,34.66,34.5,4457.46,4475.97,4411.97,4418.11,3.389,3.402,3.405,3.377,3.624,3.68,3.61,3.62,821.99,829.87,819,829.85,1524.077,1524.123,1508.251,1517.179,32.395,32.626,32.009,18.872,1305.28,1317.69,1302.05,1314.4,8401.72,8493.61,8370.59,8472.62,9105.37,9135.01,9059.07,9109.18,2173.99,2173.99,2134.45,2140.17,7702.35,7775.6,7661.32,7775.6,2495.46,2540.06,2456.4,2498.02,2652.01,2674.36,2633.64,2655.07,1332700000,60949857278,1360590000,57000,177331800,237140000,84794300,-0.12,-0.33,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/6,4,4410,4423,4385,4397,34.61,34.6,34.722,34.55,4443.34,4451.4,4385.58,4397.44,3.387,3.389,3.393,3.379,3.635,3.688,3.624,3.652,829.85,829.85,819.85,822.1,1516.601,1517.348,1494.241,1498.343,32.086,32.318,31.855,18.782,1306.07,1312.61,1299.81,1302.89,8461.71,8509.43,8369.15,8369.15,9097.45,9103.56,8952.02,8962.26,2137.36,2137.36,2069.73,2084.53,7774.76,7777.42,7659.09,7673.99,2500.64,2531.63,2433.32,2437.51,2669.43,2676.82,2620.61,2634.53,1299200000,38581026073,1262310000,59300,196951400,231760000,81831500,0.14,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/7,5,4348,4385,4321,4355,34.55,34.63,34.68,34.5,4352.73,4403.39,4312.28,4350.59,3.38,3.385,3.388,3.359,3.635,3.67,3.578,3.62,822.1,829.55,811.23,828.89,1495.694,1502.428,1489.384,1493.093,31.778,32.857,31.623,18.872,1285.3,1310.53,1280.72,1305.29,8296.54,8336.3,8144.12,8144.12,8917.12,8941.23,8869.61,8907.1,2077.43,2079.72,2039.15,2069.69,7671.75,7743.82,7562.65,7740.03,2433.72,2467.57,2393.59,2431.66,2613.07,2617.16,2569.33,2574.91,1368500000,48518299193,1436040000,56400,177031200,310190000,99073800,-0.17,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/10,1,4380,4390,4314,4335,34.59,34.53,34.601,34.48,4370.68,4384.64,4308.52,4319.99,3.378,3.381,3.383,3.364,3.598,3.601,3.574,3.574,828.89,828.89,806.57,807.48,1492.209,1496.164,1467.639,1468.919,32.626,33.089,32.395,19.326,1295.46,1299.55,1277.18,1278.37,8097.27,8112.87,7975.36,8042.26,8894.04,8901.66,8821.67,8861.87,2069.48,2073.33,2051.67,2067.4,7739.4,7739.47,7559.64,7568.18,2437.32,2447.98,2328.81,2329.04,2581.21,2582.5,2513.61,2513.61,1255000000,53968361325,1119970000,54000,205221000,215960000,101649300,0.12,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/11,2,4275,4307,4231,4250,34.56,34.54,34.64,34.5,4272.02,4313.59,4240.6,4260.45,3.383,3.376,3.389,3.369,3.578,3.598,3.549,3.586,807.48,814.25,800.3,800.73,1469.55,1469.55,1469.55,1469.55,32.395,33.398,32.395,19.281,1280.73,1288.99,1269.48,1271.47,7970.86,8062.12,7862.43,7862.43,8776.99,8860.51,8757.22,8859.93,2057.38,2076.45,2046.93,2075.29,7568.53,7642.41,7520.63,7524.06,2324.01,2348.08,2258.57,2305.3,2499.5,2523.74,2466.63,2493.42,1427700000,46218478234,1251740000,67900,216936600,227470000,117083100,-0.09,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/12,3,4260,4309,4251,4305,34.66,34.585,34.781,34.585,4275.58,4328.15,4254.41,4328.15,3.378,3.382,3.39,3.37,3.567,3.598,3.553,3.589,800.73,804.19,788.9,804.19,1468.747,1475.287,1458.5,1475.008,32.857,33.166,32.78,19.508,1266.99,1279.59,1253.22,1279.24,7908.23,7998.01,7888.31,7943.04,8825.44,8914.58,8825.44,8874.99,2076.45,2106.8,2073.54,2102.94,7517.76,7552.07,7416.64,7552.07,2300.11,2319.65,2188.75,2202.96,2507.34,2518.29,2401.15,2403.04,1620000000,32006600535,1533600000,50500,186314600,286350000,133236700,0.29,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/13,4,4273,4380,4267,4353,34.68,34.75,34.82,34.62,4320.48,4400.83,4298.46,4378.99,3.417,3.379,3.419,3.378,3.648,3.747,3.637,3.732,804.19,832.02,804.19,831.9,1475.037,1477.858,1463.33,1464.649,33.166,34.246,33.012,20.006,1297.74,1340.78,1290.59,1340.77,7968.78,8003.18,7868.56,7868.56,8857.31,8863.64,8764.4,8787.45,2109.28,2118.81,2095.25,2110.36,7555.29,7824.34,7555.29,7821.75,2203.97,2354.31,2203.97,2354.31,2453.05,2554.71,2431.45,2554.71,1816300000,68480954834,1789080000,40900,202531200,346650000,128562200,0.06,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/14,5,4520,4548,4476,4479,34.65,34.68,34.76,34.59,4519.2,4532.97,4469.99,4476.17,3.408,3.416,3.422,3.396,3.74,3.747,3.691,3.707,831.89,841.39,828.26,833.27,1464.992,1471.499,1461.351,1466.044,36.097,36.097,34.94,20.642,1344.26,1352.84,1329.97,1340.33,7912.34,8038.46,7912.34,8002.69,8976.76,8996.05,8933.24,8956.17,2124.67,2146.7,2124.67,2136.96,7822.17,7931.63,7799.48,7859.71,2356.36,2482.14,2356.36,2403.19,2598.55,2740.01,2595.3,2740.01,1541900000,1.51E+11,1611050000,103700,194059400,301760000,163708500,-0.09,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/17,1,4420,4444,4316,4318,34.64,34.61,34.763,34.58,4441.8,4441.8,4357.88,4357.99,3.416,3.405,3.421,3.387,3.651,3.823,3.64,3.816,833.27,862.79,827.17,862.79,1465.144,1469.533,1453.368,1469.274,34.708,34.863,33.937,19.961,1329.95,1392.41,1326.28,1392.27,8010.39,8018.32,7870.78,7871.64,8901.22,8901.22,8795.08,8804.16,2131.47,2132.55,2107.6,2123.73,7857.96,8145.84,7779.73,8141.92,2398.11,2520.54,2327.87,2487.12,2632.84,2864.21,2623.05,2831.73,1700420000,60341056157,1886510000,41300,143293200,356750000,136862800,-0.03,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/18,2,4451,4613,4451,4538,34.66,34.701,34.79,34.61,4504.82,4569.12,4488.28,4539.72,3.423,3.415,3.433,3.408,3.852,3.912,3.797,3.898,862.79,866.94,857.36,866.45,1468.986,1478.995,1458.979,1459.892,35.788,36.251,35.48,21.322,1392,1400.55,1378.83,1400.55,7975.25,8081.17,7954.46,7954.46,9003.96,9045.18,8976.58,9041.51,2141.05,2147.07,2123.12,2135.89,8142.69,8209.36,8096.12,8194.23,2490.78,2624.98,2490.78,2584.61,2847.87,2902.01,2762.37,2794.89,1555100000,1.41E+11,1632220000,56000,226360000,302750000,200637700,0.06,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/19,3,4531,4552,4491,4520,34.775,34.68,34.797,34.65,4533.45,4547.85,4495.03,4515.07,3.465,3.421,3.47,3.409,3.944,3.988,3.913,3.965,866.45,874.99,861.21,874.02,1458.582,1475.844,1452.592,1469.96,36.56,37.177,36.251,21.73,1396.27,1401.24,1378.57,1397.07,7956.44,8051.04,7824.82,8051.04,8973.19,9197.93,8913.05,9158.59,2136.35,2145.32,2115,2135.24,8193.04,8277.64,8141.5,8265.45,2576.96,2675.02,2524.52,2615.22,2807.95,2889.44,2770.8,2837.68,1473400000,1.25E+11,1694670000,48500,358875000,277110000,153279400,0.33,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/20,4,4560,4608,4483,4588,34.71,34.78,34.84,34.66,4584.47,4613.69,4505.46,4599.25,3.459,3.465,3.468,3.443,3.961,4.044,3.91,4.006,874.02,879.6,859.01,875.67,1469.663,1477.253,1460.799,1464.54,37.794,38.334,37.022,22.048,1385.66,1411.41,1371.9,1402.77,8127.77,8287.09,8121.91,8195.05,9243.9,9281.6,9127.59,9194.56,2142.58,2145.59,2124.21,2140.04,8264.68,8318.81,8130.86,8286.6,2607.76,2657.5,2551.91,2604.85,2814.85,2858.31,2765.93,2794.83,1439100000,1.44E+11,1596740000,54500,310922800,266450000,110416700,-0.19,-0.16,0,0,0,0,0,0,0,1,0,0,0,0,0
2003/3/21,5,4574,4583,4547,4580,34.73,34.69,34.86,34.67,4589.81,4615.84,4565.05,4586.92,3.492,3.458,3.504,3.454,4.007,4.117,3.998,4.095,875.84,895.9,875.84,895.79,1464.184,1475.809,1461.915,1474.657,37.64,37.64,36.945,22.003,1422.06,1425.73,1403.15,1421.84,8127.77,8287.09,8121.91,8195.05,9220.95,9227.2,9146.29,9179.19,2141.09,2150,2127.78,2147.53,8290.38,8522.18,8290.38,8521.97,2607.7,2731.57,2603.85,2715.06,2821.41,2909.96,2820.91,2890.68,1883710000,55634502323,1911550000,54500,239063000,360490000,273057500,0.06,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/24,1,4630,4639,4540,4541,34.73,34.78,34.83,34.68,4619.07,4619.98,4568.34,4570.68,3.473,3.477,3.487,3.459,4.004,4.009,3.945,3.973,895.79,895.79,862.02,864.23,1474.591,1477.974,1470.435,1477.766,37.716,37.794,37.254,22.003,1390.04,1392.4,1368.37,1369.78,8300.32,8451.05,8299.64,8435.07,9214.65,9262.77,9087.64,9108.45,2156.28,2156.88,2135.87,2152.22,8514.82,8514.82,8185.2,8214.68,2712.62,2712.62,2548.37,2548.37,2841.63,2842.5,2723.97,2726.85,1293000000,56761425035,1317380000,58000,248268800,259460000,106067200,0,-0.54,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/25,2,4453,4496,4453,4475,34.73,34.7,34.805,34.607,4473.56,4513.83,4473.56,4498.83,3.458,3.47,3.475,3.437,3.934,4.018,3.913,3.961,864.23,879.87,862.59,874.74,1478.053,1478.405,1461.754,1462.4,36.251,36.483,35.712,21.141,1374.21,1400.14,1369.32,1391.01,8351.54,8377.17,8231.95,8238.76,9012.04,9081.39,9008.62,9062.15,2142.31,2167.53,2142.26,2155.68,8216.85,8337.72,8180.72,8280.23,2541.79,2636.72,2481.71,2636.1,2707.46,2803.15,2644.22,2795.79,1333400000,65069085441,1437240000,48300,165816200,258050000,114561000,0,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/26,3,4500,4514,4462,4470,34.73,34.68,34.8,34.67,4533.27,4537,4489.62,4496.05,3.45,3.457,3.464,3.444,3.955,3.975,3.922,3.944,874.74,875.8,866.47,869.95,1461.321,1465.425,1452.891,1456.271,36.406,36.714,36.251,21.322,1390.27,1397.94,1383.35,1387.45,8257.34,8375.79,8257.34,8351.92,9096.08,9096.08,9027.61,9047.09,2168.69,2185.94,2168.68,2178.6,8279.88,8284.99,8187.73,8229.88,2634.89,2680.53,2579.33,2579.33,2791.95,2842.62,2766.91,2787.56,1319700000,66753801701,1418520000,39400,144579000,227160000,98276700,0,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/27,4,4456,4497,4442,4496,34.75,34.71,34.838,34.7,4467.74,4514.24,4467.16,4514.24,3.449,3.448,3.451,3.437,3.894,3.95,3.888,3.926,869.95,874.15,858.09,868.52,1455.439,1507.668,1447.014,1499.347,34.708,35.171,33.937,20.37,1375.9,1392.46,1369.31,1384.25,8351.94,8381.93,8323.74,8368.67,9027.99,9027.99,8850.43,8872.32,2180.47,2182.32,2169.64,2179.14,8226.39,8251.8,8104.05,8201.45,2583.27,2589.68,2511.96,2584.05,2756.29,2760.82,2701.2,2722.84,1232900000,1.52E+11,1441300000,43800,249802600,225400000,91227100,0.06,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/28,5,4496,4496,4441,4453,34.755,34.77,34.832,34.71,4513.26,4517.51,4465.28,4477.01,3.444,3.447,3.461,3.432,3.895,3.907,3.876,3.896,868.52,869.88,860.83,863.5,1498.455,1508.263,1488.601,1491.941,34.477,34.708,33.551,20.143,1375.26,1384.82,1367.89,1369.6,8360.72,8360.72,8247.98,8280.16,8864.12,8893.57,8812.32,8863.36,2183.49,2235.17,2180.98,2232.03,8198.85,8205.09,8105.79,8145.77,2580.96,2581.65,2498.29,2520.84,2735.91,2744.95,2678.91,2733,1227000000,83406029552,1364880000,43700,205900800,187980000,82518400,0.01,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/3/31,1,4410,4413,4264,4286,34.7,34.755,34.805,34.63,4442.1,4442.1,4306.54,4321.22,3.395,3.445,3.449,3.39,3.84,3.855,3.797,3.823,863.5,863.5,843.68,848.18,1491.391,1511.22,1490.986,1510.578,33.551,33.783,32.472,19.19,1351.61,1357,1336.61,1341.17,8240.1,8240.1,7950.96,7972.71,8755.81,8755.81,8586.7,8634.45,2227.86,2227.86,2149.43,2187.04,8142.83,8142.83,7929.31,7992.13,2511.99,2511.99,2396.6,2423.87,2666.77,2666.77,2596.83,2618.46,1495500000,77543729695,1596280000,45600,324820000,301270000,97038600,-0.16,-1.43,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/1,2,4261,4303,4261,4301,34.75,34.5,34.809,34.45,4275.39,4338.24,4275.39,4337.61,3.395,3.395,3.409,3.388,3.804,3.883,3.78,3.827,848.18,861.28,847.85,858.48,1513.001,1525.235,1508.844,1522.546,32.009,32.549,31.932,19.145,1347.54,1356.37,1338.23,1348.3,7907.13,8019.47,7866.67,7986.72,8608.79,8612.42,8465.79,8596.89,2191.06,2216.4,2170.85,2191.7,7992.83,8100.53,7979.69,8069.86,2426.24,2473.94,2395.72,2450.19,2627.72,2668.07,2599.28,2635.04,1461600000,85137900899,1412110000,54400,312633200,263590000,80136100,0.14,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/2,3,4285,4332,4250,4295,34.75,34.73,34.845,34.68,4339.16,4351.71,4295.15,4311.56,3.418,3.393,3.427,3.382,3.889,3.946,3.888,3.932,858.48,884.57,858.48,880.9,1522.491,1525.769,1516.788,1521.32,32.78,33.32,32.395,19.417,1374.71,1400.86,1374.71,1396.72,8052.95,8069.85,7917.54,8069.85,8586.69,8716.1,8550.46,8706.19,2197.21,2208.24,2177.65,2200.23,8069.86,8316.58,8069.86,8285.06,2462.21,2589.35,2462.21,2589.35,2683.23,2751.83,2682.24,2743.88,1589800000,45530803940,1609690000,51700,256060000,289360000,106646500,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/3,4,4383,4388,4322,4338,34.75,34.76,34.866,34.69,4394.43,4411.07,4357.85,4358.39,3.429,3.418,3.439,3.405,3.954,3.97,3.889,3.916,880.9,885.89,876.12,876.45,1521.356,1522.671,1510.512,1511.729,34.323,34.555,33.706,19.916,1404.99,1412.08,1389.95,1396.58,8160.66,8178.24,7999.12,8017.75,8769.41,8774.58,8639.09,8648.16,2208.32,2208.64,2176.39,2187.77,8285.76,8335.62,8237.54,8240.38,2582.95,2644.96,2557.19,2569.81,2759.24,2829.71,2745.78,2788.69,1339500000,83089638668,1445510000,53400,222034400,258180000,108654200,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/4,5,4308,4481,4297,4469,34.82,34.77,34.82,34.71,4343.43,4499.18,4339.2,4499.18,3.446,3.429,3.453,3.422,3.932,3.984,3.912,3.944,876.45,882.73,874.23,878.85,1510.222,1521.783,1509.61,1521.128,33.861,35.017,33.629,20.506,1400.97,1400.97,1378.22,1383.51,7999.9,8101.37,7966.39,8074.12,8669.73,8845.8,8662.81,8822.45,2183.91,2202.66,2182.23,2196.2,8240.59,8305.86,8215.1,8277.15,2573.16,2656.25,2553.67,2654.07,2798.81,2863.33,2763.48,2837.96,1241200000,75165154601,1366800000,51100,235744400,246900000,106047300,0.2,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/7,1,4501,4582,4465,4572,34.78,34.77,34.901,34.72,4505.74,4597.23,4479.12,4575.83,3.436,3.456,3.47,3.433,4.044,4.08,4.01,4.014,878.85,904.89,878.85,879.93,1521.898,1530.371,1512.5,1515.132,34.94,35.865,34.632,20.959,1425.23,1430.11,1389.51,1389.51,8123.94,8249.98,8077.46,8249.98,8838.83,8973.81,8754.51,8962.21,2197.69,2206.48,2183.43,2199.85,8284.15,8520.21,8284.15,8300.41,2654.76,2814.39,2654.44,2808.94,2920.89,2989.35,2910.6,2935.68,1494000000,79856114522,1516080000,51000,221557200,285610000,132642300,-0.11,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/8,2,4483,4605,4472,4547,34.76,34.77,34.866,34.7,4559.22,4606.9,4544.83,4552.45,3.442,3.437,3.452,3.428,4.002,4.009,3.932,3.936,879.93,883.11,874.68,878.29,1515.645,1523.947,1513.235,1520.551,35.48,35.865,35.171,20.733,1388.53,1392.52,1376.6,1382.94,8200.25,8200.25,8071.39,8131.41,8885.62,8906.99,8786.36,8806.66,2200.49,2200.49,2175.58,2186.72,8299.12,8342.83,8260.48,8298.92,2798.74,2809.17,2740.61,2767.79,2905.89,2938.2,2885.59,2893.51,1235400000,63372221944,1312770000,50400,205961200,229810000,106660300,-0.06,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/9,3,4515,4525,4491,4505,34.75,34.75,34.873,34.69,4539.3,4544.9,4509.3,4537.39,3.45,3.439,3.468,3.436,3.902,3.961,3.888,3.901,878.29,887.35,865.72,865.99,1519.985,1545.336,1510.344,1543.674,34.786,34.94,34.4,20.324,1385.28,1393.37,1356.6,1356.74,8091.26,8159.5,8024.81,8057.61,8755.15,8755.15,8588.45,8636.85,2190.09,2190.72,2163.12,2173.21,8299.28,8388.33,8195.14,8197.94,2756.62,2824.99,2696.32,2734.1,2863.56,2938.32,2836.7,2888.03,1293700000,48875779662,1312000000,57700,275309600,261020000,124671700,-0.03,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/10,4,4492,4585,4481,4511,34.75,34.73,34.79,34.65,4537.15,4597.5,4532.3,4541.36,3.442,3.449,3.456,3.426,3.891,3.94,3.887,3.934,865.99,871.78,862.76,871.58,1546.507,1559.869,1541.289,1551.18,34.477,34.94,34.169,20.188,1359.43,1368.11,1351.1,1365.61,8028.8,8031,7941.05,7980.12,8597.86,8647.75,8559.77,8625.72,2174.93,2187.5,2171.56,2179.38,8198.99,8225.04,8145.87,8221.33,2730.97,2763.65,2685.8,2697.1,2847.43,2861.25,2802.96,2808.58,1275300000,49287313983,1235410000,51400,240883200,206280000,101823300,0,-0.24,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/11,5,4525,4555,4493,4516,34.74,34.7,34.8,34.68,4549.08,4562.95,4521.17,4530.4,3.465,3.441,3.475,3.436,3.977,4.033,3.957,3.981,871.58,883.34,865.92,868.3,1552.004,1581.699,1548.529,1576.86,34.4,34.632,34.246,20.324,1379.48,1387.33,1353.74,1358.85,7960.89,7974.22,7807.99,7816.49,8627.57,8660.88,8552.68,8645.65,2178,2196.76,2174.02,2194.36,8223.22,8337.58,8179.88,8203.41,2700.61,2797.42,2700.61,2733.95,2823.69,2893.41,2819.29,2838.14,1141600000,24538292561,1237570000,65300,254681400,214360000,91107500,-0.03,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/14,1,4521,4549,4426,4449,34.75,34.68,34.82,34.68,4540.09,4549.64,4456.96,4459.81,3.457,3.464,3.471,3.446,4.001,4.038,3.984,4.021,868.3,885.26,868.3,885.23,1581.38,1616.654,1581.204,1616.072,34.555,34.94,33.629,19.78,1361.35,1386.5,1359.32,1384.95,7830.94,7885.52,7693.46,7752.1,8598.08,8598.08,8493.46,8533.55,2189,2189,2152.82,2176.73,8203.97,8351.94,8201.55,8351.1,2741.66,2787.38,2700.33,2776.78,2836.34,2883.47,2808.09,2874.98,1131000000,38925999487,1173640000,64600,190938000,199690000,80766500,0.03,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/15,2,4479,4488,4445,4475,34.76,34.735,34.81,34.71,4494.19,4500.28,4466.02,4487.59,3.455,3.457,3.468,3.449,4.005,4.01,3.962,3.971,885.23,891.27,881.85,890.81,1619.95,1632.092,1606.726,1631.47,34.246,34.477,33.861,20.279,1381.67,1394.03,1376.03,1391.01,7805.17,7906.19,7805.17,7838.83,8600.5,8639.36,8549.84,8632.1,2178.89,2182.34,2165.46,2180.21,8347.66,8402.43,8307.54,8402.36,2792.06,2867.64,2792.06,2834.12,2914.87,2958.09,2895.02,2921.52,1460200000,40375603135,1295900000,60800,166040200,255820000,118911500,0.03,-0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/16,3,4510,4628,4510,4625,34.74,34.74,34.81,34.68,4541.66,4619.95,4541.66,4609.32,3.436,3.455,3.466,3.426,3.99,3.998,3.931,3.938,890.81,896.77,877.93,879.91,1633.53,1649.603,1598.828,1606.24,35.249,36.251,35.249,21.277,1411.7,1418.52,1391.99,1394.72,7898.41,7934.69,7856.94,7879.49,8653.59,8705.27,8609.46,8675.14,2178.58,2197.6,2173.6,2194.27,8405.72,8446.47,8233.73,8257.61,2843.33,2915.69,2824.68,2824.68,2972.11,2991.06,2884.35,2895.16,1587600000,1.3E+11,1551600000,63400,171986800,303520000,116973500,-0.06,-0.54,0,0,0,0,0,0,0,0,0,0,0,0,0
2003/4/17,4,4553,4579,4540,4557,34.75,34.713,34.81,34.66,4593.89,4628,4564.52,4566.66,3.441,3.435,3.444,3.42,3.936,3.962,3.901,3.957,879.91,893.83,879.2,893.58,1606.233,1621.229,1595.627,1613.604,36.174,36.251,35.326,20.778,1395.62,1425.5,1393.13,1425.5,7828.67,7851.09,7807.96,7821.9,8600.05,8603.3,8558.72,8579.14,2187.68,2199.58,2177.24,2192.47,8255.79,8347.45,8235.41,8337.65,2820.35,2899.98,2801.17,2899.78,2865.34,2913.28,2851.75,2898.61,1430600000,83916283846,1644000000,48500,188226400,246320000,94659800,0.03,0.13,0,0,1,1,0,0,1,0,2,2,1,2,2
